task_index,unit_id,world_id,aligned_model_id,replicate_index,stroop_template_source_dataset,flanker_template_source_dataset,stroop_template_id,flanker_template_id,stroop_template_task_id,flanker_template_task_id,template_records_json,master_seed,structural_seed,background_seed,missingness_seed,trial_count_seed,split_seed,model_seed,generator_sha,empirical_background_contract_sha,static_model_contract_sha,pilot_config_hash
2,ETW0_replicate_002,ETW0,M0_probabilistic_general_performance,2,2,15,2,15,Stroop,Flanker,"[{""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9490481976508708, ""accuracy_sd"": 0.0594815803278888, ""mean_n_trials_valid"": 66.05893074119076, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.4447809270236454, ""mean_response_speed_sd"": 0.2122930679326761, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 693.4529161603888, ""median_rt_ms_sd"": 108.81109114810118, ""n_participants"": 523, ""n_repeat_participants"": 0, ""n_rows"": 1646, ""n_sessions"": 523, ""n_windows"": 1646, ""p10_n_trials_valid"": 51.0, ""p50_n_trials_valid"": 60.0, ""p90_n_trials_valid"": 78.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.2051700086124804, ""rt_cv_sd"": 0.042062290840976, ""sd_n_trials_valid"": 16.385835749283437, ""source_dataset"": 2, ""task_id"": ""Stroop"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.403089869001416, ""throughput_proxy_sd"": 0.2394447988543686}, {""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9735991843630218, ""accuracy_sd"": 0.0306104178125523, ""mean_n_trials_valid"": 67.89002267573696, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.3987730550641373, ""mean_response_speed_sd"": 0.2374899125207265, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 724.7351473922903, ""median_rt_ms_sd"": 138.13258670616852, ""n_participants"": 147, ""n_repeat_participants"": 0, ""n_rows"": 882, ""n_sessions"": 147, ""n_windows"": 882, ""p10_n_trials_valid"": 50.0, ""p50_n_trials_valid"": 59.0, ""p90_n_trials_valid"": 105.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.1944190675824386, ""rt_cv_sd"": 0.0583581425197133, ""sd_n_trials_valid"": 19.612197442796667, ""source_dataset"": 15, ""task_id"": ""Flanker"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.3851922304584314, ""throughput_proxy_sd"": 0.2324034172295375}]",20260810,2041766598,1640747328,1231940822,890170074,2388474147,2441635854,9699427176961a3064e9db8da23a3b287a441b1b,1e9c11e030dc0706c8941dfc08489bb6f63cac5d,81d22f2a942afd1652c169935f058b1634922d30,sha256:89a79a76aa63b86f96e9f0c4d11517adce044a9ea430dc558ea9c2da29faa4b5
2,ETW1_replicate_002,ETW1,M1_continuous_control_manifold,2,2,15,2,15,Stroop,Flanker,"[{""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9490481976508708, ""accuracy_sd"": 0.0594815803278888, ""mean_n_trials_valid"": 66.05893074119076, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.4447809270236454, ""mean_response_speed_sd"": 0.2122930679326761, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 693.4529161603888, ""median_rt_ms_sd"": 108.81109114810118, ""n_participants"": 523, ""n_repeat_participants"": 0, ""n_rows"": 1646, ""n_sessions"": 523, ""n_windows"": 1646, ""p10_n_trials_valid"": 51.0, ""p50_n_trials_valid"": 60.0, ""p90_n_trials_valid"": 78.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.2051700086124804, ""rt_cv_sd"": 0.042062290840976, ""sd_n_trials_valid"": 16.385835749283437, ""source_dataset"": 2, ""task_id"": ""Stroop"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.403089869001416, ""throughput_proxy_sd"": 0.2394447988543686}, {""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9735991843630218, ""accuracy_sd"": 0.0306104178125523, ""mean_n_trials_valid"": 67.89002267573696, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.3987730550641373, ""mean_response_speed_sd"": 0.2374899125207265, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 724.7351473922903, ""median_rt_ms_sd"": 138.13258670616852, ""n_participants"": 147, ""n_repeat_participants"": 0, ""n_rows"": 882, ""n_sessions"": 147, ""n_windows"": 882, ""p10_n_trials_valid"": 50.0, ""p50_n_trials_valid"": 59.0, ""p90_n_trials_valid"": 105.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.1944190675824386, ""rt_cv_sd"": 0.0583581425197133, ""sd_n_trials_valid"": 19.612197442796667, ""source_dataset"": 15, ""task_id"": ""Flanker"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.3851922304584314, ""throughput_proxy_sd"": 0.2324034172295375}]",20260810,585487040,893647466,4003590182,1925312065,1975485644,2254410128,9699427176961a3064e9db8da23a3b287a441b1b,1e9c11e030dc0706c8941dfc08489bb6f63cac5d,81d22f2a942afd1652c169935f058b1634922d30,sha256:89a79a76aa63b86f96e9f0c4d11517adce044a9ea430dc558ea9c2da29faa4b5
2,ETW2_replicate_002,ETW2,M2_EM_v1,2,2,15,2,15,Stroop,Flanker,"[{""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9490481976508708, ""accuracy_sd"": 0.0594815803278888, ""mean_n_trials_valid"": 66.05893074119076, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.4447809270236454, ""mean_response_speed_sd"": 0.2122930679326761, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 693.4529161603888, ""median_rt_ms_sd"": 108.81109114810118, ""n_participants"": 523, ""n_repeat_participants"": 0, ""n_rows"": 1646, ""n_sessions"": 523, ""n_windows"": 1646, ""p10_n_trials_valid"": 51.0, ""p50_n_trials_valid"": 60.0, ""p90_n_trials_valid"": 78.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.2051700086124804, ""rt_cv_sd"": 0.042062290840976, ""sd_n_trials_valid"": 16.385835749283437, ""source_dataset"": 2, ""task_id"": ""Stroop"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.403089869001416, ""throughput_proxy_sd"": 0.2394447988543686}, {""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9735991843630218, ""accuracy_sd"": 0.0306104178125523, ""mean_n_trials_valid"": 67.89002267573696, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.3987730550641373, ""mean_response_speed_sd"": 0.2374899125207265, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 724.7351473922903, ""median_rt_ms_sd"": 138.13258670616852, ""n_participants"": 147, ""n_repeat_participants"": 0, ""n_rows"": 882, ""n_sessions"": 147, ""n_windows"": 882, ""p10_n_trials_valid"": 50.0, ""p50_n_trials_valid"": 59.0, ""p90_n_trials_valid"": 105.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.1944190675824386, ""rt_cv_sd"": 0.0583581425197133, ""sd_n_trials_valid"": 19.612197442796667, ""source_dataset"": 15, ""task_id"": ""Flanker"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.3851922304584314, ""throughput_proxy_sd"": 0.2324034172295375}]",20260810,2847170955,3429341025,2624135198,1594768516,691010630,661594619,9699427176961a3064e9db8da23a3b287a441b1b,1e9c11e030dc0706c8941dfc08489bb6f63cac5d,81d22f2a942afd1652c169935f058b1634922d30,sha256:89a79a76aa63b86f96e9f0c4d11517adce044a9ea430dc558ea9c2da29faa4b5
2,ETW3_replicate_002,ETW3,M3_three_profile_mixture,2,2,15,2,15,Stroop,Flanker,"[{""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9490481976508708, ""accuracy_sd"": 0.0594815803278888, ""mean_n_trials_valid"": 66.05893074119076, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.4447809270236454, ""mean_response_speed_sd"": 0.2122930679326761, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 693.4529161603888, ""median_rt_ms_sd"": 108.81109114810118, ""n_participants"": 523, ""n_repeat_participants"": 0, ""n_rows"": 1646, ""n_sessions"": 523, ""n_windows"": 1646, ""p10_n_trials_valid"": 51.0, ""p50_n_trials_valid"": 60.0, ""p90_n_trials_valid"": 78.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.2051700086124804, ""rt_cv_sd"": 0.042062290840976, ""sd_n_trials_valid"": 16.385835749283437, ""source_dataset"": 2, ""task_id"": ""Stroop"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.403089869001416, ""throughput_proxy_sd"": 0.2394447988543686}, {""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9735991843630218, ""accuracy_sd"": 0.0306104178125523, ""mean_n_trials_valid"": 67.89002267573696, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.3987730550641373, ""mean_response_speed_sd"": 0.2374899125207265, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 724.7351473922903, ""median_rt_ms_sd"": 138.13258670616852, ""n_participants"": 147, ""n_repeat_participants"": 0, ""n_rows"": 882, ""n_sessions"": 147, ""n_windows"": 882, ""p10_n_trials_valid"": 50.0, ""p50_n_trials_valid"": 59.0, ""p90_n_trials_valid"": 105.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.1944190675824386, ""rt_cv_sd"": 0.0583581425197133, ""sd_n_trials_valid"": 19.612197442796667, ""source_dataset"": 15, ""task_id"": ""Flanker"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.3851922304584314, ""throughput_proxy_sd"": 0.2324034172295375}]",20260810,3002037691,2548418025,2275009959,385979331,110616538,3887766104,9699427176961a3064e9db8da23a3b287a441b1b,1e9c11e030dc0706c8941dfc08489bb6f63cac5d,81d22f2a942afd1652c169935f058b1634922d30,sha256:89a79a76aa63b86f96e9f0c4d11517adce044a9ea430dc558ea9c2da29faa4b5
2,ETW4_replicate_002,ETW4,M4_four_pace_profile_mixture,2,2,15,2,15,Stroop,Flanker,"[{""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9490481976508708, ""accuracy_sd"": 0.0594815803278888, ""mean_n_trials_valid"": 66.05893074119076, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.4447809270236454, ""mean_response_speed_sd"": 0.2122930679326761, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 693.4529161603888, ""median_rt_ms_sd"": 108.81109114810118, ""n_participants"": 523, ""n_repeat_participants"": 0, ""n_rows"": 1646, ""n_sessions"": 523, ""n_windows"": 1646, ""p10_n_trials_valid"": 51.0, ""p50_n_trials_valid"": 60.0, ""p90_n_trials_valid"": 78.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.2051700086124804, ""rt_cv_sd"": 0.042062290840976, ""sd_n_trials_valid"": 16.385835749283437, ""source_dataset"": 2, ""task_id"": ""Stroop"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.403089869001416, ""throughput_proxy_sd"": 0.2394447988543686}, {""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9735991843630218, ""accuracy_sd"": 0.0306104178125523, ""mean_n_trials_valid"": 67.89002267573696, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.3987730550641373, ""mean_response_speed_sd"": 0.2374899125207265, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 724.7351473922903, ""median_rt_ms_sd"": 138.13258670616852, ""n_participants"": 147, ""n_repeat_participants"": 0, ""n_rows"": 882, ""n_sessions"": 147, ""n_windows"": 882, ""p10_n_trials_valid"": 50.0, ""p50_n_trials_valid"": 59.0, ""p90_n_trials_valid"": 105.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.1944190675824386, ""rt_cv_sd"": 0.0583581425197133, ""sd_n_trials_valid"": 19.612197442796667, ""source_dataset"": 15, ""task_id"": ""Flanker"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.3851922304584314, ""throughput_proxy_sd"": 0.2324034172295375}]",20260810,2384229643,133599163,3477745765,2897852510,3309779098,3038521451,9699427176961a3064e9db8da23a3b287a441b1b,1e9c11e030dc0706c8941dfc08489bb6f63cac5d,81d22f2a942afd1652c169935f058b1634922d30,sha256:89a79a76aa63b86f96e9f0c4d11517adce044a9ea430dc558ea9c2da29faa4b5
3,ETW0_replicate_003,ETW0,M0_probabilistic_general_performance,3,62,49,62,49,Stroop,Flanker,"[{""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9133622774537086, ""accuracy_sd"": 0.151224403690124, ""mean_n_trials_valid"": 61.78636279414489, ""mean_response_speed_coverage"": 0.9985176950157496, ""mean_response_speed_mean"": 1.4457330697875728, ""mean_response_speed_sd"": 0.2629509658988427, ""median_rt_ms_coverage"": 0.9985176950157496, ""median_rt_ms_mean"": 679.7311189460011, ""median_rt_ms_sd"": 116.87799628445929, ""n_participants"": 222, ""n_repeat_participants"": 0, ""n_rows"": 5397, ""n_sessions"": 222, ""n_windows"": 5397, ""p10_n_trials_valid"": 43.0, ""p50_n_trials_valid"": 57.0, ""p90_n_trials_valid"": 97.0, ""rt_cv_coverage"": 0.9949972206781544, ""rt_cv_mean"": 0.2882360263068232, ""rt_cv_sd"": 0.0678926008432591, ""sd_n_trials_valid"": 21.400175433410247, ""source_dataset"": 62, ""task_id"": ""Stroop"", ""throughput_proxy_coverage"": 0.9985176950157496, ""throughput_proxy_mean"": 1.3745400972057442, ""throughput_proxy_sd"": 0.2932697695106828}, {""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9689074424743214, ""accuracy_sd"": 0.0554602123342668, ""mean_n_trials_valid"": 60.13375796178344, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.497969581305574, ""mean_response_speed_sd"": 0.192660749412271, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 670.6947699044586, ""median_rt_ms_sd"": 100.4503241913842, ""n_participants"": 157, ""n_repeat_participants"": 0, ""n_rows"": 1256, ""n_sessions"": 157, ""n_windows"": 1256, ""p10_n_trials_valid"": 51.0, ""p50_n_trials_valid"": 58.0, ""p90_n_trials_valid"": 70.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.145445101359294, ""rt_cv_sd"": 0.0377492827410824, ""sd_n_trials_valid"": 7.675569390479383, ""source_dataset"": 49, ""task_id"": ""Flanker"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.476016377749154, ""throughput_proxy_sd"": 0.2185362371079095}]",20260810,970193978,2578115516,801244305,178809196,3786088121,788659665,9699427176961a3064e9db8da23a3b287a441b1b,1e9c11e030dc0706c8941dfc08489bb6f63cac5d,81d22f2a942afd1652c169935f058b1634922d30,sha256:89a79a76aa63b86f96e9f0c4d11517adce044a9ea430dc558ea9c2da29faa4b5
3,ETW1_replicate_003,ETW1,M1_continuous_control_manifold,3,62,49,62,49,Stroop,Flanker,"[{""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9133622774537086, ""accuracy_sd"": 0.151224403690124, ""mean_n_trials_valid"": 61.78636279414489, ""mean_response_speed_coverage"": 0.9985176950157496, ""mean_response_speed_mean"": 1.4457330697875728, ""mean_response_speed_sd"": 0.2629509658988427, ""median_rt_ms_coverage"": 0.9985176950157496, ""median_rt_ms_mean"": 679.7311189460011, ""median_rt_ms_sd"": 116.87799628445929, ""n_participants"": 222, ""n_repeat_participants"": 0, ""n_rows"": 5397, ""n_sessions"": 222, ""n_windows"": 5397, ""p10_n_trials_valid"": 43.0, ""p50_n_trials_valid"": 57.0, ""p90_n_trials_valid"": 97.0, ""rt_cv_coverage"": 0.9949972206781544, ""rt_cv_mean"": 0.2882360263068232, ""rt_cv_sd"": 0.0678926008432591, ""sd_n_trials_valid"": 21.400175433410247, ""source_dataset"": 62, ""task_id"": ""Stroop"", ""throughput_proxy_coverage"": 0.9985176950157496, ""throughput_proxy_mean"": 1.3745400972057442, ""throughput_proxy_sd"": 0.2932697695106828}, {""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9689074424743214, ""accuracy_sd"": 0.0554602123342668, ""mean_n_trials_valid"": 60.13375796178344, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.497969581305574, ""mean_response_speed_sd"": 0.192660749412271, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 670.6947699044586, ""median_rt_ms_sd"": 100.4503241913842, ""n_participants"": 157, ""n_repeat_participants"": 0, ""n_rows"": 1256, ""n_sessions"": 157, ""n_windows"": 1256, ""p10_n_trials_valid"": 51.0, ""p50_n_trials_valid"": 58.0, ""p90_n_trials_valid"": 70.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.145445101359294, ""rt_cv_sd"": 0.0377492827410824, ""sd_n_trials_valid"": 7.675569390479383, ""source_dataset"": 49, ""task_id"": ""Flanker"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.476016377749154, ""throughput_proxy_sd"": 0.2185362371079095}]",20260810,3169318675,264400598,3372402057,2492607341,3226758414,1635048036,9699427176961a3064e9db8da23a3b287a441b1b,1e9c11e030dc0706c8941dfc08489bb6f63cac5d,81d22f2a942afd1652c169935f058b1634922d30,sha256:89a79a76aa63b86f96e9f0c4d11517adce044a9ea430dc558ea9c2da29faa4b5
3,ETW2_replicate_003,ETW2,M2_EM_v1,3,62,49,62,49,Stroop,Flanker,"[{""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9133622774537086, ""accuracy_sd"": 0.151224403690124, ""mean_n_trials_valid"": 61.78636279414489, ""mean_response_speed_coverage"": 0.9985176950157496, ""mean_response_speed_mean"": 1.4457330697875728, ""mean_response_speed_sd"": 0.2629509658988427, ""median_rt_ms_coverage"": 0.9985176950157496, ""median_rt_ms_mean"": 679.7311189460011, ""median_rt_ms_sd"": 116.87799628445929, ""n_participants"": 222, ""n_repeat_participants"": 0, ""n_rows"": 5397, ""n_sessions"": 222, ""n_windows"": 5397, ""p10_n_trials_valid"": 43.0, ""p50_n_trials_valid"": 57.0, ""p90_n_trials_valid"": 97.0, ""rt_cv_coverage"": 0.9949972206781544, ""rt_cv_mean"": 0.2882360263068232, ""rt_cv_sd"": 0.0678926008432591, ""sd_n_trials_valid"": 21.400175433410247, ""source_dataset"": 62, ""task_id"": ""Stroop"", ""throughput_proxy_coverage"": 0.9985176950157496, ""throughput_proxy_mean"": 1.3745400972057442, ""throughput_proxy_sd"": 0.2932697695106828}, {""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9689074424743214, ""accuracy_sd"": 0.0554602123342668, ""mean_n_trials_valid"": 60.13375796178344, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.497969581305574, ""mean_response_speed_sd"": 0.192660749412271, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 670.6947699044586, ""median_rt_ms_sd"": 100.4503241913842, ""n_participants"": 157, ""n_repeat_participants"": 0, ""n_rows"": 1256, ""n_sessions"": 157, ""n_windows"": 1256, ""p10_n_trials_valid"": 51.0, ""p50_n_trials_valid"": 58.0, ""p90_n_trials_valid"": 70.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.145445101359294, ""rt_cv_sd"": 0.0377492827410824, ""sd_n_trials_valid"": 7.675569390479383, ""source_dataset"": 49, ""task_id"": ""Flanker"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.476016377749154, ""throughput_proxy_sd"": 0.2185362371079095}]",20260810,2064451039,3732186827,1305561592,2730242775,826568189,2779690710,9699427176961a3064e9db8da23a3b287a441b1b,1e9c11e030dc0706c8941dfc08489bb6f63cac5d,81d22f2a942afd1652c169935f058b1634922d30,sha256:89a79a76aa63b86f96e9f0c4d11517adce044a9ea430dc558ea9c2da29faa4b5
3,ETW3_replicate_003,ETW3,M3_three_profile_mixture,3,62,49,62,49,Stroop,Flanker,"[{""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9133622774537086, ""accuracy_sd"": 0.151224403690124, ""mean_n_trials_valid"": 61.78636279414489, ""mean_response_speed_coverage"": 0.9985176950157496, ""mean_response_speed_mean"": 1.4457330697875728, ""mean_response_speed_sd"": 0.2629509658988427, ""median_rt_ms_coverage"": 0.9985176950157496, ""median_rt_ms_mean"": 679.7311189460011, ""median_rt_ms_sd"": 116.87799628445929, ""n_participants"": 222, ""n_repeat_participants"": 0, ""n_rows"": 5397, ""n_sessions"": 222, ""n_windows"": 5397, ""p10_n_trials_valid"": 43.0, ""p50_n_trials_valid"": 57.0, ""p90_n_trials_valid"": 97.0, ""rt_cv_coverage"": 0.9949972206781544, ""rt_cv_mean"": 0.2882360263068232, ""rt_cv_sd"": 0.0678926008432591, ""sd_n_trials_valid"": 21.400175433410247, ""source_dataset"": 62, ""task_id"": ""Stroop"", ""throughput_proxy_coverage"": 0.9985176950157496, ""throughput_proxy_mean"": 1.3745400972057442, ""throughput_proxy_sd"": 0.2932697695106828}, {""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9689074424743214, ""accuracy_sd"": 0.0554602123342668, ""mean_n_trials_valid"": 60.13375796178344, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.497969581305574, ""mean_response_speed_sd"": 0.192660749412271, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 670.6947699044586, ""median_rt_ms_sd"": 100.4503241913842, ""n_participants"": 157, ""n_repeat_participants"": 0, ""n_rows"": 1256, ""n_sessions"": 157, ""n_windows"": 1256, ""p10_n_trials_valid"": 51.0, ""p50_n_trials_valid"": 58.0, ""p90_n_trials_valid"": 70.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.145445101359294, ""rt_cv_sd"": 0.0377492827410824, ""sd_n_trials_valid"": 7.675569390479383, ""source_dataset"": 49, ""task_id"": ""Flanker"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.476016377749154, ""throughput_proxy_sd"": 0.2185362371079095}]",20260810,268375794,1316106850,2032038213,4121260436,3577601880,2582805332,9699427176961a3064e9db8da23a3b287a441b1b,1e9c11e030dc0706c8941dfc08489bb6f63cac5d,81d22f2a942afd1652c169935f058b1634922d30,sha256:89a79a76aa63b86f96e9f0c4d11517adce044a9ea430dc558ea9c2da29faa4b5
3,ETW4_replicate_003,ETW4,M4_four_pace_profile_mixture,3,62,49,62,49,Stroop,Flanker,"[{""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9133622774537086, ""accuracy_sd"": 0.151224403690124, ""mean_n_trials_valid"": 61.78636279414489, ""mean_response_speed_coverage"": 0.9985176950157496, ""mean_response_speed_mean"": 1.4457330697875728, ""mean_response_speed_sd"": 0.2629509658988427, ""median_rt_ms_coverage"": 0.9985176950157496, ""median_rt_ms_mean"": 679.7311189460011, ""median_rt_ms_sd"": 116.87799628445929, ""n_participants"": 222, ""n_repeat_participants"": 0, ""n_rows"": 5397, ""n_sessions"": 222, ""n_windows"": 5397, ""p10_n_trials_valid"": 43.0, ""p50_n_trials_valid"": 57.0, ""p90_n_trials_valid"": 97.0, ""rt_cv_coverage"": 0.9949972206781544, ""rt_cv_mean"": 0.2882360263068232, ""rt_cv_sd"": 0.0678926008432591, ""sd_n_trials_valid"": 21.400175433410247, ""source_dataset"": 62, ""task_id"": ""Stroop"", ""throughput_proxy_coverage"": 0.9985176950157496, ""throughput_proxy_mean"": 1.3745400972057442, ""throughput_proxy_sd"": 0.2932697695106828}, {""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9689074424743214, ""accuracy_sd"": 0.0554602123342668, ""mean_n_trials_valid"": 60.13375796178344, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.497969581305574, ""mean_response_speed_sd"": 0.192660749412271, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 670.6947699044586, ""median_rt_ms_sd"": 100.4503241913842, ""n_participants"": 157, ""n_repeat_participants"": 0, ""n_rows"": 1256, ""n_sessions"": 157, ""n_windows"": 1256, ""p10_n_trials_valid"": 51.0, ""p50_n_trials_valid"": 58.0, ""p90_n_trials_valid"": 70.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.145445101359294, ""rt_cv_sd"": 0.0377492827410824, ""sd_n_trials_valid"": 7.675569390479383, ""source_dataset"": 49, ""task_id"": ""Flanker"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.476016377749154, ""throughput_proxy_sd"": 0.2185362371079095}]",20260810,2045369652,4102706530,3721770555,2081275530,3987385203,3219710302,9699427176961a3064e9db8da23a3b287a441b1b,1e9c11e030dc0706c8941dfc08489bb6f63cac5d,81d22f2a942afd1652c169935f058b1634922d30,sha256:89a79a76aa63b86f96e9f0c4d11517adce044a9ea430dc558ea9c2da29faa4b5
4,ETW0_replicate_004,ETW0,M0_probabilistic_general_performance,4,53,51,53,51,Stroop,Flanker,"[{""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9778460743801652, ""accuracy_sd"": 0.0248464192652838, ""mean_n_trials_valid"": 67.14049586776859, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 1.4801760418630876, ""mean_response_speed_sd"": 0.202529667845261, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 677.5396694214876, ""median_rt_ms_sd"": 95.9053284911903, ""n_participants"": 121, ""n_repeat_participants"": 0, ""n_rows"": 605, ""n_sessions"": 121, ""n_windows"": 605, ""p10_n_trials_valid"": 50.0, ""p50_n_trials_valid"": 58.0, ""p90_n_trials_valid"": 105.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.1619271611537501, ""rt_cv_sd"": 0.0419923202556877, ""sd_n_trials_valid"": 20.18347374305249, ""source_dataset"": 53, ""task_id"": ""Stroop"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.4699519676646835, ""throughput_proxy_sd"": 0.1957693572918727}, {""accuracy_coverage"": 1.0, ""accuracy_mean"": 0.9297189070351756, ""accuracy_sd"": 0.0604166020564089, ""mean_n_trials_valid"": 59.83040201005025, ""mean_response_speed_coverage"": 1.0, ""mean_response_speed_mean"": 2.009789339273083, ""mean_response_speed_sd"": 0.2579739139469649, ""median_rt_ms_coverage"": 1.0, ""median_rt_ms_mean"": 496.4155150753769, ""median_rt_ms_sd"": 66.86259156910758, ""n_participants"": 199, ""n_repeat_participants"": 0, ""n_rows"": 1592, ""n_sessions"": 199, ""n_windows"": 1592, ""p10_n_trials_valid"": 48.0, ""p50_n_trials_valid"": 57.0, ""p90_n_trials_valid"": 73.0, ""rt_cv_coverage"": 1.0, ""rt_cv_mean"": 0.1777183089020972, ""rt_cv_sd"": 0.0386746592653897, ""sd_n_trials_valid"": 9.865475055889954, ""source_dataset"": 51, ""task_id"": ""Flanker"", ""throughput_proxy_coverage"": 1.0, ""throughput_proxy_mean"": 1.9029080125114812, ""throughput_proxy_sd"": 0.2556276517097464}]",20260810,1384579826,2982334052,1613053910,728138075,853058078,2622639766,9699427176961a3064e9db8da23a3b287a441b1b,1e9c11e030dc0706c8941dfc08489bb6f63cac5d,81d22f2a942afd1652c169935f058b1634922d30,sha256:89a79a76aa63b86f96e9f0c4d11517adce044a9ea430dc558ea9c2da29faa4b5
